Rank,Summoner,Tier,LP,Most Champ,Wins,Losses,Win Ratio
946,AllPro#NKC,master,0,"['Janna', 'Senna', 'Twitch']",24,17,59
947,l Mute Everyone#NA1,master,0,"['Seraphine', 'MissFortune', 'Lucian']",33,26,56
948,Dio Aiutami#111,master,0,"['Bard', 'Jayce', 'Camille']",43,37,54
949,Krõss#NA1,master,0,"['Hecarim', 'RekSai', 'XinZhao']",36,34,51
950,RunningItDownLOL#DODGE,master,0,"['Morgana', 'Zilean', 'Brand']",31,23,57
951,Kaïbä#NA1,master,0,"['Jayce', 'Sylas', 'Renekton']",22,11,67
952,ass banger#69420,master,0,"['Kindred', 'Vex', 'Trundle']",53,43,55
953,deathwalker333#111,master,0,"['Rumble', 'Garen']",33,22,60
954,Curtis Jackson#GRODT,master,0,['Karthus'],19,10,66
955,动感波波#ngc,master,0,"['Graves', 'LeeSin', 'Kindred']",32,25,56
956,生死a#clown,master,0,"['Viego', 'XinZhao', 'Evelynn']",27,24,53
957,Eventual vîctory#NA1,master,0,"['Karthus', 'Brand', 'Ziggs']",34,31,52
958,PLS NO SENNASONA#123,master,0,"['Aphelios', 'Alistar', 'Ezreal']",35,30,54
959,Disdxin#NA1,master,0,"['Nilah', 'Evelynn', 'Talon']",32,18,64
960,我的风女#六六六六六,master,0,['Janna'],37,18,67
961,1018#NA1,master,0,"['Akshan', 'Malphite', 'Camille']",34,22,61
962,KR Ruby DAD#루비아빠,master,0,"['Nidalee', 'Janna', 'Lulu']",34,28,55
963,Skaikru#WAN,master,0,"['Samira', 'Nilah', 'Akshan']",32,23,58
964,Foviac#702,master,0,"['Udyr', 'Janna', 'Renata']",41,37,53
965,Skyward#Sword,master,0,"['Karthus', 'Senna', 'Bard']",33,33,50
966,강해린이상하다#we1rd,master,0,"['Lucian', 'Caitlyn', 'MissFortune']",24,17,59
967,Yasuo232#232,master,0,"['Yasuo', 'Akali', 'Yone']",53,40,57
968,9999999969#NA1,master,0,"['Olaf', 'Lux']",34,25,58
969,Low Hope#1001,master,0,"['Twitch', 'Kalista', 'Ezreal']",49,47,51
970,ttv Doglightning#Neeko,master,0,"['Neeko', 'Zyra', 'Zoe']",28,21,57
971,F0reveryoung#NA1,master,0,"['Alistar', 'Blitzcrank', 'Rakan']",64,56,53
972,Nahz#NA1,master,0,"['Yasuo', 'Yone', 'Zed']",33,22,60
973,Deckarine#ily,master,0,"['Katarina', 'Ahri', 'Zyra']",64,57,53
974,GotMyFuzzyCuffs#NA1,master,0,"['Vi', 'Hecarim', 'Khazix']",27,17,61
975,Foxy#Roxy,master,0,"['Ezreal', 'Senna', 'Twitch']",22,14,61
976,Ellie64#NA1,master,0,"['Zed', 'Sylas', 'Yone']",25,18,58
977,GitCat#NA1,master,0,"['Fizz', 'Poppy', 'Leblanc']",27,18,60
978,Vietnamese Caps#NA2,master,0,"['Graves', 'Akali', 'Yone']",35,27,56
979,K3 X1#NA1,diamond 1,99,"['Galio', 'Sylas', 'Lucian']",19,8,70
980,play better#999,diamond 1,98,"['Yone', 'Yasuo', 'Sylas']",22,16,58
981,Hurricane#1    ,diamond 1,98,"['Draven', 'Jhin', 'Vayne']",28,14,67
982,SHlTBUG#SHlT,diamond 1,98,"['Pantheon', 'Fizz', 'Zed']",45,45,50
983,PSZ#NA1,diamond 1,98,"['Twitch', 'Draven', 'Nidalee']",25,19,57
984,Tama#0777,diamond 1,98,"['Katarina', 'Azir', 'Akali']",19,9,68
985,mekarry#NA1,diamond 1,98,"['Lucian', 'MissFortune', 'Jhin']",19,9,68
986,Koskinen#NA1,diamond 1,97,"['Braum', 'Fizz', 'Sona']",25,14,64
987,Koper#1943,diamond 1,97,"['Nami', 'Janna', 'Riven']",15,1,94
988,Kogity#999,diamond 1,97,"['Velkoz', 'Zoe', 'Lux']",48,37,56
989,munch btw#NA1,diamond 1,97,"['Janna', 'Ashe', 'Karma']",29,23,56
990,LOCKEDSCREENANDY#yep,diamond 1,97,"['Lillia', 'Graves', 'Nautilus']",28,17,62
991,richkery#NA1,diamond 1,96,"['Kayle', 'Akshan', 'Lillia']",27,21,56
992,hit and run#w9y,diamond 1,96,"['Yone', 'Aatrox', 'Fiora']",34,28,55
993,Lysaander#FF15,diamond 1,95,"['Belveth', 'Briar', 'Kayn']",50,46,52
994,KingsNeverDïe#NA1,diamond 1,95,"['Zed', 'Velkoz']",42,33,56
995,BozoBeaterBob44#NA1,diamond 1,95,"['Zed', 'Brand', 'Syndra']",41,28,59
996,MoonSWDG#NA1,diamond 1,94,"['Aatrox', 'Lucian', 'Senna']",21,14,60
997,Titan Dweevil#00000,diamond 1,94,"['Brand', 'Hwei', 'Mordekaiser']",50,48,51
998,Yuta Okkotsu#Lux,diamond 1,94,"['Lux', 'Hwei']",20,9,69
999,小  雨#321,diamond 1,94,"['Yasuo', 'Kayn', 'Ezreal']",24,15,62
1000,gargora#NA1,diamond 1,93,"['Rell', 'Bard', 'Nautilus']",33,26,56
1001,lobacz#bean,diamond 1,93,"['Lillia', 'Briar', 'Kindred']",33,26,56
1002,Constantine#306,diamond 1,93,"['Sylas', 'Jax', 'LeeSin']",25,15,63
1003,Copy Bird#GGWP,diamond 1,92,"['Anivia', 'Yone', 'Azir']",30,22,58
1004,gorillajones#Hope,diamond 1,92,"['Aatrox', 'Darius', 'Kled']",52,56,48
1005,Introoder#NA1,diamond 1,92,"['Sylas', 'Orianna', 'Lissandra']",26,15,63
1006,Ablazeolive#NA1,diamond 1,91,"['Rakan', 'Rell', 'Nautilus']",21,20,51
1007,拥抱早已悄悄冷却#最后一页,diamond 1,91,"['XinZhao', 'LeeSin', 'Graves']",40,40,50
1008,Fracture Ray#0416,diamond 1,90,"['Yone', 'Kayle', 'Vayne']",25,27,48
1009,Mazaraki#Zzz,diamond 1,90,"['Nunu', 'Ivern', 'Galio']",42,35,55
1010,BcBaxley#NA1,diamond 1,90,"['Kaisa', 'Blitzcrank', 'MissFortune']",39,25,61
1011,Yoichi Isagi3#NA1,diamond 1,90,"['Draven', 'Lucian', 'Aphelios']",23,13,64
1012,nootyl#NA1,diamond 1,89,"['Akshan', 'Vladimir', 'Lissandra']",34,23,60
1013,Clever Tomatoe#TG1,diamond 1,88,"['Galio', 'Janna', 'Nautilus']",61,48,56
1014,Irelia#Love,diamond 1,88,"['LeeSin', 'Rengar', 'Ekko']",28,18,61
1015,Xiao Xiong Mao#lll,diamond 1,87,"['Nautilus', 'Bard', 'Alistar']",28,16,64
1016,emPs#quin,diamond 1,87,"['Syndra', 'Akali', 'Taliyah']",19,9,68
1017,MELLO o REI#NA1,diamond 1,87,"['LeeSin', 'Rell', 'Sejuani']",29,22,57
1018,xua#demon,diamond 1,86,"['Kaisa', 'Samira', 'Lucian']",23,20,53
1019,Apex LeCaribou#NA1,diamond 1,86,"['Urgot', 'Gragas', 'Malphite']",26,15,63
1020,ily tbh#7225,diamond 1,85,"['Vayne', 'MissFortune', 'Jinx']",26,21,55
1021,AllAero#Melee,diamond 1,85,"['Yone', 'Yasuo', 'Jayce']",25,18,58
1022,skin is black#777,diamond 1,85,"['Ekko', 'Senna', 'Ezreal']",21,10,68
1023,deserve#海屿她,diamond 1,84,"['Graves', 'Kayn', 'Fiora']",28,22,56
1024,Hakai#AK47,diamond 1,84,"['Draven', 'Varus', 'Kalista']",30,29,51
1025,Rurushu#NA1,diamond 1,84,"['Katarina', 'Vladimir', 'Syndra']",17,6,74
1026,Brigadier Teemo#NA1,diamond 1,84,"['Teemo', 'Quinn', 'Senna']",27,16,63
1027,Somali Bandit#EGO,diamond 1,84,"['Tristana', 'Viego', 'Rengar']",66,52,56
1028,pvnk edwn#NA1,diamond 1,84,['Twitch'],17,3,85
1029,no1reveluv#kit,diamond 1,83,"['Lux', 'Senna', 'KogMaw']",25,20,56
1030,キノピ#000,diamond 1,83,"['Aatrox', 'Udyr', 'Pantheon']",27,25,52
1031,blaberfish2#NA1,diamond 1,83,"['LeeSin', 'Hecarim', 'Graves']",19,12,61
1032,collectingsalt#NA1,diamond 1,82,"['Kayle', 'Vladimir']",44,33,57
1033,Kenas#HotAF,diamond 1,82,"['LeeSin', 'Graves', 'Kindred']",19,8,70
1034,XzanderTheZodiac#NA1,diamond 1,82,"['Hecarim', 'XinZhao', 'Graves']",49,52,49
1035,Vendonco#NA1,diamond 1,82,"['Akali', 'Lucian', 'Vladimir']",28,26,52
1036,Keklez#NA1,diamond 1,81,"['Talon', 'Graves', 'Nautilus']",30,18,63
1037,Blithine#USLD,diamond 1,81,"['Belveth', 'Brand', 'Taric']",23,16,59
1038,Barbeau#NA1,diamond 1,81,"['Singed', 'Seraphine', 'Alistar']",29,24,55
1039,Perma Split#666,diamond 1,81,"['Rengar', 'Jax', 'Singed']",20,6,77
1040,utopia#sleep,diamond 1,81,"['Talon', 'Darius', 'Ekko']",37,33,53
1041,Poro#00001,diamond 1,81,"['Rell', 'Nautilus', 'TwistedFate']",54,46,54
1042,Fumikage#NA1,diamond 1,80,"['Lux', 'Seraphine', 'Hecarim']",55,55,50
1043,Falix#NA1,diamond 1,80,"['Ashe', 'MissFortune', 'Jhin']",58,47,55
1044,Aethal#0803,diamond 1,80,"['Janna', 'Rakan', 'Braum']",24,13,65
1045,LOSERSQLARRY#LSR,diamond 1,79,"['Trundle', 'Vladimir', 'KSante']",39,32,55
1046,Urason#ADC,diamond 1,79,"['Samira', 'Hwei', 'Kalista']",44,40,52
1047,Bit By Kafuu#GOAT,diamond 1,79,"['Rakan', 'Lux', 'Soraka']",21,18,54
1048,Kvothe#Fable,diamond 1,79,"['MissFortune', 'Pantheon', 'Rakan']",19,8,70
1049,WoShiYinZei#NA1,diamond 1,79,"['Azir', 'Jax', 'Vi']",24,14,63
1050,FataleDemise#NA1,diamond 1,79,"['Shaco', 'Nocturne', 'Amumu']",51,54,49
1051,Snaker#23910,diamond 1,79,"['Kalista', 'Lucian', 'Varus']",17,7,71
1052,Iced Capps Only#NA1,diamond 1,79,['TahmKench'],24,22,52
1053,Ribbons uwu#uwu,diamond 1,78,"['Cassiopeia', 'Syndra', 'Xerath']",44,28,61
1054,Thebausffs#5555,diamond 1,78,"['Xerath', 'Twitch', 'Hwei']",24,17,59
1055,Ross#青青青,diamond 1,78,"['Rakan', 'Nami', 'Milio']",19,11,63
1056,Taiden#NA1,diamond 1,77,[],17,5,77
1057,Tsuki#Waves,diamond 1,77,"['Ezreal', 'Lucian', 'Xayah']",17,5,77
1058,ˉooˉ#1024,diamond 1,77,"['Fizz', 'Teemo', 'Talon']",52,53,50
1059,祝你生活愉快#0299,diamond 1,77,"['Sylas', 'Leblanc', 'Talon']",48,49,49
1060,Nukez#Pixel,diamond 1,76,"['XinZhao', 'Graves', 'Nocturne']",50,47,52
1061,Refulgence#NA1,diamond 1,76,"['Fizz', 'Talon', 'Shaco']",23,16,59
1062,Cbootcy#1NTD,diamond 1,76,"['Bard', 'Galio', 'Zyra']",43,45,49
1063,Bun#Pet,diamond 1,76,"['Lulu', 'Orianna', 'Rell']",16,4,80
1064,Trisend33#NA1,diamond 1,76,"['Syndra', 'Ryze']",16,3,84
1065,no rights for jg#NA1,diamond 1,76,"['Katarina', 'Riven', 'Akali']",26,18,59
1066,鹿白川#1211,diamond 1,76,"['Katarina', 'Sylas', 'Talon']",34,29,54
1067,AKINGLI#VN1,diamond 1,76,"['Akali', 'Irelia', 'Aatrox']",57,63,48
1068,Yonaguni#001,diamond 1,76,"['Zoe', 'Xerath', 'Kayle']",29,23,56
1069,Epic#GOAT,diamond 1,75,"['Nunu', 'Belveth', 'Seraphine']",37,41,47
1070,Greasy Italian#Italy,diamond 1,75,"['Sylas', 'Irelia', 'Zed']",34,32,52
1071,Noatak#TTV,diamond 1,75,"['Seraphine', 'Samira', 'Nami']",32,23,58
1072,dean fanatic#NA1,diamond 1,75,"['Rengar', 'Khazix', 'Zed']",23,13,64
1073,无聊玩玩#NA123,diamond 1,75,"['Aatrox', 'Gwen', 'KSante']",45,47,49
1074,Eliass#NA1,diamond 1,75,"['Vex', 'Zoe', 'Brand']",29,24,55
1075,Amazingx#2494,diamond 1,75,"['LeeSin', 'Belveth', 'Viego']",39,32,55
1076,RANGED TOP LANER#NA1,diamond 1,75,['Quinn'],29,22,57
1077,Legacy#ROB,diamond 1,75,"['Zed', 'Ezreal']",27,20,57
1078,dellzor#nyaa,diamond 1,75,"['Kalista', 'Lucian', 'Senna']",35,34,51
1079,IlIIlIlIIIIIIIll#NA1,diamond 1,75,"['Varus', 'XinZhao', 'Twitch']",36,31,54
1080,Shorty060#NA1,diamond 1,75,"['Sion', 'Jax', 'Ornn']",63,65,49
1081,Dekarios#0000,diamond 1,75,"['Hwei', 'Seraphine', 'Nami']",31,22,58
1082,DDOSS#NA1,diamond 1,75,"['Blitzcrank', 'Senna', 'Pyke']",26,21,55
1083,jraff#308,diamond 1,75,"['Vayne', 'Kaisa', 'Varus']",28,17,62
1084,The Tank Man#1990,diamond 1,75,"['Sona', 'Vladimir', 'Soraka']",27,15,64
1085,Hugh Akston#NA1,diamond 1,75,['Syndra'],26,18,59
1086,rc1zzzc#3338,diamond 1,75,"['Nautilus', 'Jax', 'Lillia']",31,25,55
1087,JinWOO#69420,diamond 1,75,"['Jhin', 'Draven', 'Kaisa']",33,24,58
1088,Master Yourself#NA2,diamond 1,75,"['LeeSin', 'XinZhao', 'Viego']",24,14,63
1089,align my chakras#NA1,diamond 1,75,"['Bard', 'Pyke', 'Jhin']",29,24,55
1090,TheRickestRick#NA1,diamond 1,75,"['Kindred', 'Lillia', 'Belveth']",37,25,60
1091,bouquet#NA1,diamond 1,75,"['Talon', 'DrMundo', 'Fiddlesticks']",23,11,68
1092,fqjjn#NA1,diamond 1,75,"['Lux', 'Tristana', 'Malphite']",29,19,60
1093,Markuseki#4444,diamond 1,75,"['Jhin', 'Samira', 'Kaisa']",26,19,58
1094,Icelund#NA1,diamond 1,75,"['Azir', 'Tristana', 'Ezreal']",34,28,55
1095,Rapid#00069,diamond 1,75,"['Nocturne', 'Zac', 'XinZhao']",37,28,57
1096,good to see you#Kr2,diamond 1,75,"['Leblanc', 'Cassiopeia', 'Akali']",28,16,64
1097,bliss#sight,diamond 1,75,"['Ivern', 'Irelia', 'Ryze']",29,29,50
1098,Shouldnt Be#NA1,diamond 1,75,"['Fizz', 'JarvanIV', 'Ekko']",51,49,51
1099,Excelsis#NA2,diamond 1,74,"['Belveth', 'Udyr', 'Lillia']",32,33,49
1100,Gosthoty#NA1,diamond 1,74,"['Yasuo', 'Talon', 'Yone']",23,16,59
1101,wixxi#618,diamond 1,74,"['Caitlyn', 'Lucian', 'Varus']",20,16,56
1102,Wynncraftian#BayB,diamond 1,74,"['Rengar', 'LeeSin', 'Talon']",17,12,59
1103,T21 Kedeck#NA1,diamond 1,74,"['Shen', 'Sion', 'Singed']",28,17,62
1104,LOONA#0908,diamond 1,74,"['Camille', 'Jayce', 'Gwen']",23,14,62
1105,lord osis#1204,diamond 1,74,"['Rell', 'Janna', 'Rakan']",42,34,55
1106,Mokoro#God,diamond 1,73,"['Evelynn', 'Nunu', 'Morgana']",42,34,55
1107,FANBOMMAN#42069,diamond 1,73,"['LeeSin', 'Kalista', 'Riven']",29,21,58
1108,RYOIKI TENKAI#iVOID,diamond 1,73,"['Senna', 'Vayne', 'Jhin']",30,34,47
1109,Pink Season#0309,diamond 1,73,"['Lillia', 'Briar', 'Brand']",47,34,58
1110,Synergist#7091,diamond 1,73,"['Ahri', 'Hwei', 'Nami']",27,19,59
1111,chillcel#chill,diamond 1,73,"['Talon', 'Rengar', 'Graves']",19,8,70
1112,Booking#231,diamond 1,73,"['JarvanIV', 'Belveth', 'Graves']",26,23,53
1113,Monster Jelly#1234,diamond 1,73,['Zac'],20,7,74
1114,Twisted ƒate#NA1,diamond 1,73,"['Caitlyn', 'Lux', 'Vayne']",21,9,70
1115,PostHorizon#NA1,diamond 1,72,"['Teemo', 'Mordekaiser', 'Irelia']",33,24,58
1116,Unsung#NA1,diamond 1,72,"['KSante', 'Sion', 'Akshan']",31,23,57
1117,FeedTheCatfish#3333,diamond 1,72,"['Fizz', 'Diana', 'Jax']",25,18,58
1118,refining#LOBS,diamond 1,72,"['TwistedFate', 'Orianna', 'Jayce']",26,14,65
1119,TomMatoes#UwU,diamond 1,72,"['Seraphine', 'MissFortune', 'Sona']",22,16,58
1120,Avgud#NA1,diamond 1,72,"['Teemo', 'Jax', 'Trundle']",21,14,60
1121,Pseudo#NA1,diamond 1,72,"['Thresh', 'Rumble', 'Leona']",18,7,72
1122,Apex Perry#NA1,diamond 1,72,"['Tristana', 'MissFortune', 'Samira']",49,46,52
1123,boatlick#real,diamond 1,72,"['Talon', 'Lillia', 'Taliyah']",28,22,56
1124,Lampre#NA96,diamond 1,72,"['Thresh', 'Leona', 'Braum']",43,34,56
1125,BeboBash#NA1,diamond 1,71,"['Lucian', 'MissFortune', 'Seraphine']",43,38,53
1126,BeowuIf#NA1,diamond 1,71,"['Pantheon', 'Malphite', 'Trundle']",16,5,76
1127,Kkx123#DUNK,diamond 1,71,"['Darius', 'Garen', 'Rammus']",47,31,60
1128,chengoot#123,diamond 1,71,"['Belveth', 'LeeSin', 'XinZhao']",25,20,56
1129,clapmaster3000#NA1,diamond 1,70,"['Irelia', 'Urgot', 'Gragas']",32,22,59
1130,SenKiya#NA1,diamond 1,70,"['XinZhao', 'Mordekaiser', 'Malphite']",33,23,59
1131,z22#2234,diamond 1,70,"['MissFortune', 'TwistedFate', 'Zed']",36,24,60
1132,Benhart#0000,diamond 1,70,"['Twitch', 'Jhin', 'Pyke']",37,40,48
1133,Tabonjing#NA1,diamond 1,70,"['Varus', 'MissFortune', 'Lucian']",21,15,58
1134,TOPLANE101#101,diamond 1,70,"['Rumble', 'Jax', 'Pantheon']",18,11,62
1135,wuff#NA1,diamond 1,69,[],22,15,59
1136,不爱放鸽子的人#FANME,diamond 1,69,"['Sylas', 'Fizz', 'Ziggs']",22,14,61
1137,Arkcadian#CHAE,diamond 1,69,"['Riven', 'Irelia', 'Yasuo']",27,19,59
1138,Unicorn Jake#NA1,diamond 1,69,"['Zoe', 'Akali', 'Syndra']",21,13,62
1139,Proud Father#NA1,diamond 1,69,"['Riven', 'Hwei', 'Mordekaiser']",32,29,52
1140,Capitaln#1337,diamond 1,69,"['Draven', 'Nilah', 'Yasuo']",35,30,54
1141,Link#NA1,diamond 1,69,"['Jhin', 'Varus', 'Lucian']",26,21,55
1142,emilia#0817,diamond 1,69,"['Warwick', 'Mordekaiser', 'Sett']",29,26,53
1143,AatREuS#Sante,diamond 1,68,['KSante'],27,23,54
1144,순두부#김 치,diamond 1,68,"['Rumble', 'Aatrox']",15,3,83
1145,t d#NA1,diamond 1,67,"['Lux', 'Bard', 'Senna']",19,11,63
1146,Dorjan#NA1,diamond 1,67,"['Khazix', 'XinZhao', 'JarvanIV']",59,41,59
1147,quest hodgson2#NA1,diamond 1,67,"['Rengar', 'Lillia', 'Ivern']",16,7,70
1148,Roarke#yonko,diamond 1,67,"['AurelionSol', 'Syndra', 'Azir']",26,19,58
1149,v1gorous1#v1g,diamond 1,67,"['Samira', 'Twitch', 'Draven']",55,51,52
1150,GR33N#NA2,diamond 1,67,"['Riven', 'Gwen', 'Mordekaiser']",36,33,52
1151,qad#NA1,diamond 1,67,"['Draven', 'Senna', 'MissFortune']",37,32,54
1152,Quartze#NA1,diamond 1,66,"['Jhin', 'MissFortune', 'Nilah']",18,7,72
1153,Cylainius#NOXUS,diamond 1,66,"['Darius', 'KSante', 'Mordekaiser']",32,30,52
1154,Fart#gayyy,diamond 1,66,"['Nocturne', 'Graves', 'XinZhao']",29,21,58
1155,Shippuden Op 4#NA1,diamond 1,66,"['Fiora', 'Rumble', 'Jax']",27,17,61
1156,huhi#0246,diamond 1,65,"['Ashe', 'KSante', 'Renata']",14,4,78
1157,MONK MODE MENTAL#NA1,diamond 1,65,"['Yone', 'Viego', 'Yasuo']",34,24,59
1158,RuhRohRush#NA1,diamond 1,65,"['KSante', 'Darius', 'Irelia']",19,10,66
1159,Mohanno#poops,diamond 1,65,"['Janna', 'Hwei', 'TwistedFate']",27,20,57
1160,waste it on me#haha,diamond 1,65,"['Zeri', 'Ezreal', 'Sona']",15,7,68
1161,KL30#2789,diamond 1,65,"['Diana', 'Jayce', 'Syndra']",26,22,54
1162,SlNSOFTHEFATHER#4907,diamond 1,65,"['Shen', 'Nautilus', 'Rell']",30,26,54
1163,Sirby on socials#tea,diamond 1,64,"['Xayah', 'Samira', 'Lucian']",31,27,53
1164,Augustine#NA1,diamond 1,64,"['Aatrox', 'Jax', 'Malphite']",16,9,64
1165,Jokur#NA1,diamond 1,64,"['Maokai', 'Varus', 'Ashe']",29,25,54
1166,ybsilver#Yep,diamond 1,64,"['Elise', 'LeeSin', 'XinZhao']",20,10,67
1167,JOLLYJUNGLER123#mina,diamond 1,64,"['Hecarim', 'Graves', 'Ahri']",29,25,54
1168,Dmitriy A#NA1,diamond 1,64,"['Vex', 'Talon', 'Amumu']",42,26,62
1169,Olleh#IMT,diamond 1,63,"['Senna', 'Bard', 'Milio']",28,23,55
